ID	PRIMER	ERROR
SRR1383466.259	20100505_IGHV_left_14	0.0
SRR1383466.634	20100505_IGHV_left_27	0.13043478260869568
SRR1383466.778	20100505_IGHV_left_27	0.13043478260869568
SRR1383466.401	20100505_IGHV_left_1	0.13636363636363635
SRR1383466.588	20100505_IGHV_left_11	0.0
SRR1383466.381	20100505_IGHV_left_10	0.17391304347826086
SRR1383466.800	20100505_IGHV_left_31	0.7307692307692308
SRR1383466.1207	20100505_IGHV_left_15	0.625
SRR1383466.1079	20100505_IGHV_left_10	0.17391304347826086
SRR1383466.1402	20100505_IGHV_left_27	0.13043478260869568
SRR1383466.1217	20100505_IGHV_left_27	0.0
SRR1383466.1640	20100505_IGHV_left_36	0.04166666666666663
SRR1383466.1864	20100505_IGHV_left_3	0.6153846153846154
SRR1383466.1218	20100505_IGHV_left_10	0.17391304347826086
SRR1383466.1642	20100505_IGHV_left_10	0.0
SRR1383466.2111	20100505_IGHV_left_13	0.04166666666666663
SRR1383466.2158	20100505_IGHV_left_21	0.0
SRR1383466.1273	20100505_IGHV_left_10	0.17391304347826086
SRR1383466.1740	20100505_IGHV_left_37	0.25
SRR1383466.2061	20100505_IGHV_left_10	0.17391304347826086
SRR1383466.2319	20100505_IGHV_left_27	0.13043478260869568
SRR1383466.2234	20100505_IGHV_left_27	0.13043478260869568
SRR1383466.2349	20100505_IGHV_left_6	0.13043478260869568
SRR1383466.2329	20100505_IGHV_left_30	0.08695652173913049
SRR1383466.2388	20100505_IGHV_left_27	0.17391304347826086
SRR1383466.2878	20100505_IGHV_left_9	0.0
SRR1383466.2427	20100505_IGHV_left_1	0.0
SRR1383466.2736	20100505_IGHV_left_20	0.125
SRR1383466.3074	20100505_IGHV_left_27	0.17391304347826086
SRR1383466.2287	20100505_IGHV_left_14	0.0
SRR1383466.2370	20100505_IGHV_left_5	0.4782608695652174
SRR1383466.2770	20100505_IGHV_left_39	0.04166666666666663
SRR1383466.3214	20100505_IGHV_left_32	0.17391304347826086
SRR1383466.3160	20100505_IGHV_left_27	0.17391304347826086
